,FLAG_RESIL,CLASS_AGE,CLASS_OFFRE,CLASS_DEP,CLASS_VAR,CLASS_TU,CLASS_HORS_FFT,CLASS_QT_M1,CLASS_QT_M2,CLASS_QT_M3,CLASS_TYP_VAR,CHOIX_OFFRE
159,RESIL_NON,[0:50],O3O4,DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXOUI
161,RESIL_NON,[51:110],O7,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXNON
162,RESIL_NON,[0:50],O3O4,DEP,DECROISSANCE,UTIL_HAUTE,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_NEG,CHOIXOUI
163,RESIL_OUI,[51:110],O1O2,DEP,DECROISSANCE,UTIL_HAUTE,HORS_FFT_NON,APPEL_M1,APPEL_M2,PAS_APPEL_M3,GRANDE_VAR_NEG,CHOIXOUI
164,RESIL_NON,[51:110],O3O4,DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,APPEL_M2,PAS_APPEL_M3,GRANDE_VAR_NEG,CHOIXOUI
165,RESIL_OUI,[51:110],O1O2,NO_DEP,PAS_VARIATION,UTIL_BAS,HORS_FFT_NON,PAS_APPEL_M1,PAS_APPEL_M2,PAS_APPEL_M3,PEU_VAR_POS,CHOIXNON
166,RESIL_NON,[51:110],O3O4,NO_DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,APPEL_M2,PAS_APPEL_M3,GRANDE_VAR_NEG,CHOIXOUI
167,RESIL_NON,[0:50],O3O4,DEP,CROISSANCE,UTIL_EXCE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXNON
168,RESIL_NON,[51:110],O5O6,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXNON
169,RESIL_NON,[51:110],O7,NO_DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,APPEL_M2,PAS_APPEL_M3,GRANDE_VAR_NEG,CHOIXNON
170,RESIL_NON,[51:110],O5O6,NO_DEP,PAS_VARIATION,UTIL_BAS,HORS_FFT_NON,PAS_APPEL_M1,PAS_APPEL_M2,PAS_APPEL_M3,PEU_VAR_POS,CHOIXNON
174,RESIL_OUI,[0:50],O3O4,NO_DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,PAS_APPEL_M3,GRANDE_VAR_NEG,CHOIXNON
175,RESIL_NON,[51:110],O3O4,DEP,DECROISSANCE,UTIL_EXCE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_NEG,CHOIXNON
178,RESIL_NON,[51:110],O3O4,NO_DEP,PAS_VARIATION,UTIL_BAS,HORS_FFT_NON,PAS_APPEL_M1,PAS_APPEL_M2,PAS_APPEL_M3,PEU_VAR_POS,CHOIXNON
179,RESIL_NON,[0:50],O1O2,DEP,CROISSANCE,UTIL_HAUTE,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXOUI
181,RESIL_NON,[0:50],O5O6,DEP,CROISSANCE,UTIL_HAUTE,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXOUI
184,RESIL_OUI,[0:50],O1O2,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_OUI,PAS_APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXNON
185,RESIL_NON,[0:50],O3O4,NO_DEP,PAS_VARIATION,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXOUI
186,RESIL_NON,[0:50],O5O6,NO_DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,PAS_APPEL_M3,GRANDE_VAR_NEG,CHOIXNON
188,RESIL_OUI,[0:50],O3O4,DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXOUI
189,RESIL_OUI,[0:50],O3O4,DEP,CROISSANCE,UTIL_HAUTE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXOUI
190,RESIL_OUI,[51:110],O7,NO_DEP,PAS_VARIATION,UTIL_BAS,HORS_FFT_OUI,PAS_APPEL_M1,APPEL_M2,PAS_APPEL_M3,PEU_VAR_POS,CHOIXNON
191,RESIL_NON,[0:50],O1O2,NO_DEP,PAS_VARIATION,UTIL_BAS,HORS_FFT_NON,PAS_APPEL_M1,PAS_APPEL_M2,PAS_APPEL_M3,PEU_VAR_POS,CHOIXOUI
193,RESIL_NON,[0:50],O3O4,DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_NON,APPEL_M1,PAS_APPEL_M2,APPEL_M3,GRANDE_VAR_NEG,CHOIXOUI
195,RESIL_NON,[51:110],O5O6,NO_DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_NEG,CHOIXNON
196,RESIL_OUI,[0:50],O1O2,NO_DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,APPEL_M2,PAS_APPEL_M3,MOY_VAR_NEG,CHOIXOUI
197,RESIL_NON,[0:50],O5O6,NO_DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,PAS_APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXOUI
198,RESIL_NON,[0:50],O3O4,NO_DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXOUI
199,RESIL_NON,[0:50],O1O2,NO_DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,APPEL_M2,PAS_APPEL_M3,MOY_VAR_NEG,CHOIXNON
201,RESIL_NON,[0:50],O1O2,DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_NON,APPEL_M1,APPEL_M2,PAS_APPEL_M3,MOY_VAR_NEG,CHOIXOUI
202,RESIL_NON,[51:110],O3O4,DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,PAS_APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXOUI
203,RESIL_OUI,[51:110],O1O2,NO_DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,APPEL_M3,PEU_VAR_NEG,CHOIXOUI
205,RESIL_NON,[0:50],O7,NO_DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_NEG,CHOIXNON
206,RESIL_OUI,[0:50],O1O2,NO_DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,APPEL_M3,MOY_VAR_NEG,CHOIXOUI
207,RESIL_NON,[51:110],O3O4,NO_DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_NEG,CHOIXOUI
208,RESIL_OUI,[0:50],O1O2,DEP,CROISSANCE,UTIL_EXCE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXNON
209,RESIL_NON,[51:110],O1O2,NO_DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_NEG,CHOIXOUI
210,RESIL_NON,[51:110],O3O4,DEP,CROISSANCE,UTIL_HAUTE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXOUI
211,RESIL_NON,[0:50],O3O4,NO_DEP,DECROISSANCE,UTIL_HAUTE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_NEG,CHOIXOUI
212,RESIL_NON,[0:50],O5O6,DEP,CROISSANCE,UTIL_HAUTE,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXOUI
214,RESIL_NON,[51:110],O5O6,DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_NEG,CHOIXNON
216,RESIL_NON,[51:110],O3O4,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_NON,PAS_APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXOUI
217,RESIL_OUI,[0:50],O1O2,DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,PAS_APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXOUI
218,RESIL_NON,[0:50],O1O2,DEP,CROISSANCE,UTIL_EXCE,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXNON
219,RESIL_OUI,[51:110],O3O4,NO_DEP,PAS_VARIATION,UTIL_BAS,HORS_FFT_NON,PAS_APPEL_M1,PAS_APPEL_M2,PAS_APPEL_M3,PEU_VAR_POS,CHOIXNON
222,RESIL_NON,[51:110],O1O2,DEP,DECROISSANCE,UTIL_HAUTE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_NEG,CHOIXOUI
224,RESIL_NON,[51:110],O1O2,NO_DEP,CROISSANCE,UTIL_HAUTE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXOUI
228,RESIL_NON,[51:110],O3O4,NO_DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXOUI
229,RESIL_NON,[0:50],O1O2,DEP,DECROISSANCE,UTIL_HAUTE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_NEG,CHOIXOUI
230,RESIL_NON,[51:110],O7,NO_DEP,DECROISSANCE,UTIL_HAUTE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_NEG,CHOIXOUI
231,RESIL_NON,[0:50],O7,NO_DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_NEG,CHOIXOUI
232,RESIL_NON,[51:110],O1O2,NO_DEP,PAS_VARIATION,UTIL_HAUTE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXOUI
233,RESIL_NON,[51:110],O3O4,DEP,DECROISSANCE,UTIL_EXCE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_NEG,CHOIXNON
234,RESIL_OUI,[0:50],O3O4,NO_DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXOUI
236,RESIL_OUI,[0:50],O1O2,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_OUI,PAS_APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXOUI
240,RESIL_NON,[0:50],O1O2,DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,APPEL_M2,PAS_APPEL_M3,MOY_VAR_NEG,CHOIXOUI
241,RESIL_NON,[51:110],O1O2,DEP,DECROISSANCE,UTIL_HAUTE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_NEG,CHOIXOUI
242,RESIL_OUI,[51:110],O1O2,NO_DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_NON,APPEL_M1,PAS_APPEL_M2,APPEL_M3,PEU_VAR_NEG,CHOIXNON
243,RESIL_NON,[0:50],O5O6,DEP,CROISSANCE,UTIL_HAUTE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXOUI
245,RESIL_NON,[0:50],O3O4,DEP,CROISSANCE,UTIL_HAUTE,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXOUI
247,RESIL_NON,[0:50],O1O2,DEP,DECROISSANCE,UTIL_EXCE,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_NEG,CHOIXNON
249,RESIL_OUI,[0:50],O1O2,NO_DEP,DECROISSANCE,UTIL_HAUTE,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_NEG,CHOIXOUI
251,RESIL_NON,[0:50],O5O6,DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_NEG,CHOIXOUI
253,RESIL_NON,[51:110],O5O6,DEP,CROISSANCE,UTIL_EXCE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXNON
254,RESIL_NON,[0:50],O7,NO_DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,APPEL_M2,PAS_APPEL_M3,GRANDE_VAR_NEG,CHOIXNON
255,RESIL_NON,[0:50],O1O2,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_OUI,PAS_APPEL_M1,PAS_APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXNON
257,RESIL_OUI,[0:50],O1O2,DEP,CROISSANCE,UTIL_EXCE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXNON
258,RESIL_NON,[0:50],O5O6,NO_DEP,DECROISSANCE,UTIL_HAUTE,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_NEG,CHOIXOUI
259,RESIL_OUI,[0:50],O3O4,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_NON,PAS_APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXNON
260,RESIL_NON,[51:110],O1O2,NO_DEP,CROISSANCE,UTIL_EXCE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXNON
261,RESIL_NON,[0:50],O5O6,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXNON
263,RESIL_NON,[0:50],O5O6,DEP,DECROISSANCE,UTIL_HAUTE,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_NEG,CHOIXOUI
265,RESIL_NON,[0:50],O3O4,DEP,DECROISSANCE,UTIL_HAUTE,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_NEG,CHOIXOUI
266,RESIL_NON,[51:110],O5O6,DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXOUI
267,RESIL_NON,[0:50],O5O6,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_NON,PAS_APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXNON
268,RESIL_NON,[0:50],O7,NO_DEP,PAS_VARIATION,UTIL_BAS,HORS_FFT_NON,PAS_APPEL_M1,PAS_APPEL_M2,PAS_APPEL_M3,PEU_VAR_POS,CHOIXNON
269,RESIL_OUI,[51:110],O1O2,NO_DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_NON,APPEL_M1,PAS_APPEL_M2,PAS_APPEL_M3,PEU_VAR_NEG,CHOIXNON
270,RESIL_NON,[0:50],O7,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXNON
271,RESIL_NON,[51:110],O1O2,NO_DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,APPEL_M2,PAS_APPEL_M3,MOY_VAR_NEG,CHOIXNON
273,RESIL_OUI,[51:110],O1O2,NO_DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,PAS_APPEL_M3,PEU_VAR_NEG,CHOIXOUI
274,RESIL_NON,[0:50],O7,NO_DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_NEG,CHOIXOUI
277,RESIL_NON,[0:50],O1O2,DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_NEG,CHOIXOUI
279,RESIL_NON,[51:110],O3O4,DEP,DECROISSANCE,UTIL_HAUTE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_NEG,CHOIXOUI
280,RESIL_OUI,[0:50],O1O2,DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_NON,APPEL_M1,PAS_APPEL_M2,APPEL_M3,MOY_VAR_NEG,CHOIXOUI
281,RESIL_NON,[51:110],O3O4,DEP,CROISSANCE,UTIL_EXCE,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXNON
283,RESIL_OUI,[0:50],O7,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_NON,PAS_APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXNON
285,RESIL_NON,[51:110],O1O2,DEP,DECROISSANCE,UTIL_HAUTE,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_NEG,CHOIXOUI
286,RESIL_NON,[0:50],O3O4,DEP,CROISSANCE,UTIL_HAUTE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXOUI
288,RESIL_NON,[0:50],O5O6,NO_DEP,DECROISSANCE,UTIL_HAUTE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_NEG,CHOIXOUI
290,RESIL_NON,[51:110],O5O6,DEP,CROISSANCE,UTIL_HAUTE,HORS_FFT_NON,PAS_APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXOUI
291,RESIL_NON,[0:50],O3O4,DEP,DECROISSANCE,UTIL_HAUTE,HORS_FFT_NON,APPEL_M1,APPEL_M2,PAS_APPEL_M3,GRANDE_VAR_NEG,CHOIXOUI
293,RESIL_OUI,[0:50],O3O4,DEP,CROISSANCE,UTIL_EXCE,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXNON
294,RESIL_NON,[0:50],O3O4,NO_DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_NON,APPEL_M1,APPEL_M2,PAS_APPEL_M3,GRANDE_VAR_NEG,CHOIXOUI
296,RESIL_NON,[0:50],O3O4,NO_DEP,DECROISSANCE,UTIL_HAUTE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_NEG,CHOIXOUI
297,RESIL_NON,[0:50],O1O2,NO_DEP,CROISSANCE,UTIL_HAUTE,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXOUI
299,RESIL_NON,[0:50],O3O4,NO_DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXOUI
300,RESIL_NON,[51:110],O3O4,DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXOUI
304,RESIL_NON,[51:110],O3O4,DEP,CROISSANCE,UTIL_HAUTE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXOUI
305,RESIL_OUI,[0:50],O3O4,DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_NEG,CHOIXOUI
306,RESIL_NON,[51:110],O7,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXNON
308,RESIL_NON,[51:110],O1O2,DEP,CROISSANCE,UTIL_EXCE,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXNON
309,RESIL_NON,[0:50],O1O2,DEP,DECROISSANCE,UTIL_EXCE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_NEG,CHOIXNON
310,RESIL_OUI,[0:50],O1O2,DEP,DECROISSANCE,UTIL_HAUTE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_NEG,CHOIXOUI
311,RESIL_NON,[51:110],O1O2,NO_DEP,CROISSANCE,UTIL_HAUTE,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXOUI
312,RESIL_NON,[51:110],O3O4,DEP,CROISSANCE,UTIL_EXCE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXNON
314,RESIL_NON,[0:50],O3O4,NO_DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_NEG,CHOIXOUI
317,RESIL_OUI,[0:50],O1O2,NO_DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_NON,APPEL_M1,APPEL_M2,PAS_APPEL_M3,MOY_VAR_NEG,CHOIXOUI
318,RESIL_OUI,[0:50],O1O2,DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXOUI
319,RESIL_NON,[0:50],O7,NO_DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_NEG,CHOIXNON
320,RESIL_NON,[0:50],O5O6,DEP,CROISSANCE,UTIL_EXCE,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXNON
321,RESIL_OUI,[0:50],O3O4,DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,PAS_APPEL_M3,GRANDE_VAR_NEG,CHOIXOUI
322,RESIL_NON,[51:110],O3O4,NO_DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_NEG,CHOIXOUI
324,RESIL_NON,[0:50],O7,NO_DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXNON
329,RESIL_NON,[51:110],O5O6,NO_DEP,CROISSANCE,UTIL_HAUTE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXOUI
330,RESIL_NON,[51:110],O3O4,NO_DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_NON,APPEL_M1,APPEL_M2,PAS_APPEL_M3,GRANDE_VAR_NEG,CHOIXNON
331,RESIL_NON,[0:50],O3O4,DEP,CROISSANCE,UTIL_EXCE,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXNON
332,RESIL_NON,[0:50],O1O2,NO_DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_NEG,CHOIXOUI
333,RESIL_NON,[0:50],O1O2,DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_NEG,CHOIXOUI
334,RESIL_NON,[0:50],O1O2,NO_DEP,PAS_VARIATION,UTIL_BAS,HORS_FFT_NON,PAS_APPEL_M1,PAS_APPEL_M2,PAS_APPEL_M3,PEU_VAR_POS,CHOIXNON
335,RESIL_OUI,[51:110],O3O4,DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_NEG,CHOIXOUI
336,RESIL_OUI,[51:110],O3O4,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_NON,APPEL_M1,PAS_APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXOUI
338,RESIL_NON,[0:50],O1O2,DEP,DECROISSANCE,UTIL_HAUTE,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_NEG,CHOIXOUI
340,RESIL_OUI,[0:50],O3O4,DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,APPEL_M2,PAS_APPEL_M3,GRANDE_VAR_NEG,CHOIXOUI
341,RESIL_OUI,[0:50],O7,NO_DEP,CROISSANCE,UTIL_BAS,HORS_FFT_OUI,PAS_APPEL_M1,PAS_APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXNON
342,RESIL_NON,[0:50],O1O2,NO_DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_NON,APPEL_M1,APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXOUI
345,RESIL_NON,[0:50],O3O4,DEP,CROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,APPEL_M3,MOY_VAR_POS,CHOIXOUI
347,RESIL_NON,[0:50],O1O2,NO_DEP,DECROISSANCE,UTIL_BAS,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,APPEL_M3,MOY_VAR_NEG,CHOIXNON
348,RESIL_NON,[51:110],O3O4,DEP,CROISSANCE,UTIL_EXCE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXNON
352,RESIL_NON,[51:110],O3O4,DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_NEG,CHOIXOUI
354,RESIL_NON,[0:50],O3O4,DEP,CROISSANCE,UTIL_EXCE,HORS_FFT_NON,PAS_APPEL_M1,APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXNON
355,RESIL_OUI,[51:110],O1O2,DEP,CROISSANCE,UTIL_HAUTE,HORS_FFT_OUI,APPEL_M1,APPEL_M2,APPEL_M3,PEU_VAR_POS,CHOIXOUI
356,RESIL_NON,[51:110],O5O6,DEP,CROISSANCE,UTIL_HAUTE,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,APPEL_M3,GRANDE_VAR_POS,CHOIXOUI
358,RESIL_OUI,[51:110],O3O4,DEP,DECROISSANCE,UTIL_NORMAL,HORS_FFT_OUI,APPEL_M1,PAS_APPEL_M2,APPEL_M3,PEU_VAR_NEG,CHOIXOUI
359,RESIL_OUI,[51:110],O1O2,NO_DEP,PAS_VARIATION,UTIL_BAS,HORS_FFT_NON,PAS_APPEL_M1,PAS_APPEL_M2,PAS_APPEL_M3,PEU_VAR_POS,CHOIXOUI
